id_scoring,type_score,date_scoring,valeur_score,commentaire,id_compte,id_foyer
379,compte,2024-06-19,343,Politique matière nation ordre.,11.0,
380,compte,2024-05-19,535,Mari acheter ignorer tantôt mouvement éprouver.,11.0,
381,compte,2024-04-19,516,Veiller retourner eau animal toit race.,11.0,
382,compte,2024-03-19,786,Difficile parfois naissance mot personnage éclairer quant à.,11.0,
383,compte,2024-02-19,577,Dur baisser lisser.,11.0,
384,compte,2024-01-19,347,Détacher où dos deviner que.,11.0,
385,compte,2023-12-19,376,Complet non cheval honneur rire digne précis joue.,11.0,
386,compte,2023-11-19,587,Six été barbe chasser tracer choisir lentement.,11.0,
387,compte,2023-10-19,333,Rejeter demeurer haute pas cri puissance.,11.0,
388,compte,2023-09-19,483,Article discours rue arrivée inquiéter jambe.,11.0,
389,compte,2023-08-19,622,Queue rang marchand fidèle près inventer chasser.,11.0,
390,compte,2023-07-19,316,Acte toucher hors poche venir poitrine.,11.0,
391,compte,2023-06-19,512,Blanc manier événement.,11.0,
392,compte,2023-05-19,447,On pensée donc docteur réveiller devant.,11.0,
393,compte,2023-04-19,707,Foi religion race puissance noire corde essuyer posséder.,11.0,
394,compte,2023-03-19,378,Enfant acheter accorder aussi.,11.0,
395,compte,2023-02-19,606,Blanc bouche hiver danger droit convenir.,11.0,
396,compte,2023-01-19,466,Ouvrir assez notre.,11.0,
397,compte,2025-12-19,546,Tuer pas présenter cas signe.,12.0,
398,compte,2025-11-19,698,Fer reculer peau revenir.,12.0,
399,compte,2025-10-19,639,Supporter pousser détruire instant.,12.0,
400,compte,2025-09-19,693,Pas toile doucement grand.,12.0,
401,compte,2025-08-19,443,Devoir rentrer douceur attirer flamme voyager.,12.0,
402,compte,2025-07-19,380,Vague discours hauteur là tour.,12.0,
403,compte,2025-06-19,812,Fonction payer brûler mauvais groupe oreille briller herbe.,12.0,
404,compte,2025-05-19,654,Bouche autre mort dessiner hiver.,12.0,
405,compte,2025-04-19,354,Chemise passé toute pied disparaître précipiter tandis que.,12.0,
406,compte,2025-03-19,400,Absolu présent rejoindre je français propos roi.,12.0,
407,compte,2025-02-19,747,Matin absence unique rouge.,12.0,
408,compte,2025-01-19,537,Cause mari vol espace éloigner as vrai.,12.0,
409,compte,2024-12-19,377,Faible si étage sein.,12.0,
410,compte,2024-11-19,648,Peau comprendre apparence fils continuer.,12.0,
411,compte,2024-10-19,706,Supposer parler expérience bas partager pur.,12.0,
412,compte,2024-09-19,634,Animer ajouter voyager demi.,12.0,
413,compte,2024-08-19,330,Attitude mauvais emporter marche science hors.,12.0,
414,compte,2024-07-19,579,Annoncer aspect représenter.,12.0,
415,compte,2024-06-19,761,François crier perdre.,12.0,
416,compte,2024-05-19,802,Importance poche songer chemise nation ton année.,12.0,
417,compte,2024-04-19,533,Juger agir tard ouvrage.,12.0,
418,compte,2024-03-19,664,Préférer certain comment arracher emporter.,12.0,
419,compte,2024-02-19,684,Image commencer nommer rouge.,12.0,
420,compte,2024-01-19,742,Calme nourrir où attitude.,12.0,
421,compte,2023-12-19,490,Grain rocher vision poche entrée.,12.0,
422,compte,2023-11-19,689,Même entier vérité croire après compagnie attitude.,12.0,
423,compte,2023-10-19,387,Chant garder pousser midi haut.,12.0,
424,compte,2023-09-19,602,Appartenir bois séparer or remplir affirmer journal accompagner.,12.0,
425,compte,2023-08-19,552,Tôt présent notre droit.,12.0,
426,compte,2023-07-19,375,Pour court passé maintenant fusil transformer on.,12.0,
427,compte,2023-06-19,384,Nouveau principe or.,12.0,
428,compte,2023-05-19,574,Parcourir repas étouffer absolument.,12.0,
429,compte,2023-04-19,457,Contraire voilà ville ouvrage social.,12.0,
430,compte,2023-03-19,689,Livrer inquiéter parce que craindre arriver cacher cher.,12.0,
431,compte,2023-02-19,457,Lettre circonstance toile art facile créer dessus.,12.0,
432,compte,2023-01-19,698,Révolution rayon apprendre quatre ton composer reposer jouer.,12.0,
433,compte,2025-12-19,624,Autorité demain histoire nation.,13.0,
434,compte,2025-11-19,669,Coucher plusieurs entretenir rencontrer entretenir bleu.,13.0,
435,compte,2025-10-19,409,Solitude fer dans intérieur joue succès.,13.0,
436,compte,2025-09-19,393,Curieux oiseau compter faveur.,13.0,
437,compte,2025-08-19,305,Problème part vif cour cent pour attaquer.,13.0,
438,compte,2025-07-19,615,Ça inspirer genou recherche.,13.0,
439,compte,2025-06-19,755,Soutenir occasion résister pas or.,13.0,
440,compte,2025-05-19,668,Naissance mettre décrire fumer.,13.0,
441,compte,2025-04-19,576,Jusque voyage nommer seconde douter prouver qualité.,13.0,
442,compte,2025-03-19,404,Désigner habitant d'autres toucher tromper.,13.0,
443,compte,2025-02-19,435,Surprendre général approcher vol puisque ligne grâce.,13.0,
444,compte,2025-01-19,389,Jeter retour sable ici dépasser mince.,13.0,
445,compte,2024-12-19,491,Pourquoi frère d'abord.,13.0,
446,compte,2024-11-19,741,Écrire paysan beaucoup jeu émotion prendre.,13.0,
447,compte,2024-10-19,759,Quinze ainsi il relation songer françois résister.,13.0,
448,compte,2024-09-19,824,Parcourir préparer abandonner pareil fin posséder.,13.0,
449,compte,2024-08-19,717,Ancien grâce dix tromper meilleur rester représenter.,13.0,
450,compte,2024-07-19,405,Pain espoir tout lueur.,13.0,
451,compte,2024-06-19,326,Souvent ça faible ouvrir faible complètement.,13.0,
452,compte,2024-05-19,391,Près minute religion champ espérer matière peine.,13.0,
453,compte,2024-04-19,662,Somme premier rapide réclamer ensuite sur lieu goût.,13.0,
454,compte,2024-03-19,395,Attitude étendue jour.,13.0,
455,compte,2024-02-19,632,Satisfaire intérêt manquer salle surtout humide fait.,13.0,
456,compte,2024-01-19,694,Consulter sourire bataille foi.,13.0,
457,compte,2023-12-19,312,Durer vague brusquement double.,13.0,
458,compte,2023-11-19,598,Lentement sonner madame pareil.,13.0,
459,compte,2023-10-19,723,Gauche pointe tout inutile geste.,13.0,
460,compte,2023-09-19,697,Éclairer attitude sommeil.,13.0,
461,compte,2023-08-19,386,Se lutter esprit naître permettre.,13.0,
462,compte,2023-07-19,548,Jour pitié manger mener immobile monde.,13.0,
463,compte,2023-06-19,833,Comment difficile joli vide regretter.,13.0,
464,compte,2023-05-19,473,Chemin droite vague.,13.0,
465,compte,2023-04-19,689,Tomber prétendre drôle vieil secrétaire pour place chiffre.,13.0,
466,compte,2023-03-19,473,Capable votre mouvement hauteur famille.,13.0,
467,compte,2023-02-19,442,Moi angoisse enlever éteindre faux.,13.0,
468,compte,2023-01-19,575,Vif marche cause air tout regarder trou.,13.0,
469,compte,2025-12-19,608,Chute victime même livre paysan écrire.,14.0,
470,compte,2025-11-19,574,Vêtir rapidement vouloir place retrouver.,14.0,
471,compte,2025-10-19,804,Et cacher jeter appartement poche capable.,14.0,
472,compte,2025-09-19,449,Frais sein homme.,14.0,
473,compte,2025-08-19,364,Envelopper oh corps mal.,14.0,
474,compte,2025-07-19,471,Côte bande serrer plusieurs valeur.,14.0,
475,compte,2025-06-19,745,Fonder justice obtenir longtemps aspect place former.,14.0,
476,compte,2025-05-19,582,Famille faux droite être vin songer.,14.0,
477,compte,2025-04-19,731,Cuisine souvenir que gauche.,14.0,
478,compte,2025-03-19,606,Durer révolution victime goutte supposer changement.,14.0,
479,compte,2025-02-19,795,Nuage charger embrasser voisin maison espoir trace nombreux.,14.0,
480,compte,2025-01-19,378,Beau fruit tenter garder milieu presser.,14.0,
481,compte,2024-12-19,669,Couler savoir eaux justice.,14.0,
482,compte,2024-11-19,557,Se emmener mine indiquer allumer.,14.0,
483,compte,2024-10-19,552,Choisir eh passé.,14.0,
484,compte,2024-09-19,807,Ceci pitié durant condamner tapis pauvre âme.,14.0,
485,compte,2024-08-19,500,Larme vide nuit expression jeune.,14.0,
486,compte,2024-07-19,768,Soldat parent jamais pourquoi carte lorsque.,14.0,
487,compte,2024-06-19,409,Âge différent naturellement chat impossible pourquoi exiger.,14.0,
488,compte,2024-05-19,438,Donc gens tendre.,14.0,
489,compte,2024-04-19,611,Armée éclairer passage avant conversation parent.,14.0,
490,compte,2024-03-19,306,Nuit combien entourer engager.,14.0,
491,compte,2024-02-19,705,Doigt pouvoir extraordinaire marcher étroit.,14.0,
492,compte,2024-01-19,640,Action lune faux joue.,14.0,
493,compte,2023-12-19,689,Titre coeur d'abord lier sauver résultat.,14.0,
494,compte,2023-11-19,637,Ordre sauver maître manquer mériter rapporter calme.,14.0,
495,compte,2023-10-19,750,Terrain capable certainement âge étrange possible chance.,14.0,
496,compte,2023-09-19,642,Subir nu reculer etc presque amener.,14.0,
497,compte,2023-08-19,740,D'Autres signe chaque déchirer.,14.0,
498,compte,2023-07-19,439,Créer visible grâce recueillir.,14.0,
499,compte,2023-06-19,607,Avec remercier rassurer apporter.,14.0,
500,compte,2023-05-19,628,Ancien petit note intention.,14.0,
501,compte,2023-04-19,505,Apprendre elle acheter blanc ce.,14.0,
502,compte,2023-03-19,790,Course table conscience être beaucoup sentiment trembler trouver.,14.0,
503,compte,2023-02-19,621,Étroit siège rentrer ordre lire aussi.,14.0,
504,compte,2023-01-19,481,Recueillir malgré prière véritable comment rapidement absolument promener.,14.0,
505,compte,2025-12-19,707,Tirer seuil inviter pouvoir conscience.,15.0,
506,compte,2025-11-19,626,Conduire éviter feuille croix.,15.0,
507,compte,2025-10-19,598,Froid recommencer enfermer installer lutter.,15.0,
508,compte,2025-09-19,802,Reconnaître près mille appartenir environ campagne droit.,15.0,
509,compte,2025-08-19,548,Qualité porte sein début froid voici grand signe.,15.0,
510,compte,2025-07-19,633,Travail fait action pleurer plante forêt maintenant.,15.0,
511,compte,2025-06-19,685,Carte force pourtant vin.,15.0,
512,compte,2025-05-19,587,Aucun vieux et nourrir.,15.0,
513,compte,2025-04-19,702,Ce secret promener doute prévenir naturellement.,15.0,
514,compte,2025-03-19,673,Rapporter rêve très exécuter place.,15.0,
515,compte,2025-02-19,416,Voile longtemps chef il causer jusque.,15.0,
516,compte,2025-01-19,504,Parent chacun boire arriver aussi.,15.0,
517,compte,2024-12-19,484,Vie fil poésie.,15.0,
518,compte,2024-11-19,327,Éloigner papier recherche peu.,15.0,
519,compte,2024-10-19,772,Regard respirer cour peuple juste dimanche éteindre.,15.0,
520,compte,2024-09-19,514,Mémoire un an gros terme fille enfermer.,15.0,
521,compte,2024-08-19,748,Heure animer comprendre petit rendre sourire.,15.0,
522,compte,2024-07-19,598,Là chacun prière journée.,15.0,
523,compte,2024-06-19,370,Montagne justice midi matière.,15.0,
524,compte,2024-05-19,718,Jamais siècle lit fois léger vide oublier.,15.0,
525,compte,2024-04-19,811,Réflexion droite attendre nombreux cependant faim.,15.0,
526,compte,2024-03-19,442,Allumer suffire étaler blanc étendue exiger être peu.,15.0,
527,compte,2024-02-19,610,Demain énergie bas porter soleil.,15.0,
528,compte,2024-01-19,547,Essuyer agiter entretenir imposer.,15.0,
529,compte,2023-12-19,558,Monsieur table disparaître pousser noir voie.,15.0,
530,compte,2023-11-19,457,Montrer entourer blanc juge possible court.,15.0,
531,compte,2023-10-19,733,Lier réel établir oser face haine lequel.,15.0,
532,compte,2023-09-19,686,Seigneur mari durant argent.,15.0,
533,compte,2023-08-19,375,Frais début quelque beaux sens bien essayer.,15.0,
534,compte,2023-07-19,759,Mon manier grand étonner.,15.0,
535,compte,2023-06-19,790,Pénétrer elle rêver guerre.,15.0,
536,compte,2023-05-19,710,Enfant garde dessus lui planche menacer souhaiter.,15.0,
537,compte,2023-04-19,847,Prendre social mur croire venir quel instinct tranquille.,15.0,
538,compte,2023-03-19,818,Rire seulement tapis train prononcer attaquer coup.,15.0,
539,compte,2023-02-19,728,Chemin chercher politique élément habitude énorme sauter.,15.0,
540,compte,2023-01-19,337,Parti sentiment disposer dur.,15.0,
541,compte,2025-12-19,668,Devenir obliger frapper calme.,16.0,
542,compte,2025-11-19,849,Alors retomber endormir jouer vol.,16.0,
543,compte,2025-10-19,387,Paysage annoncer cinquante chaise devoir revenir.,16.0,
544,compte,2025-09-19,411,Composer seulement véritable jour ah silencieux bande.,16.0,
545,compte,2025-08-19,554,Effort attitude user sûr planche sous forme secrétaire.,16.0,
546,compte,2025-07-19,663,Demande morceau lèvre casser.,16.0,
547,compte,2025-06-19,470,Tu tout détacher sourire demi causer rideau épais.,16.0,
548,compte,2025-05-19,345,Quand riche quelque traîner d'abord briser croix dormir.,16.0,
549,compte,2025-04-19,709,Deux nom juste femme trouver engager.,16.0,
550,compte,2025-03-19,639,Inviter désert douleur répondre chasse inviter.,16.0,
551,compte,2025-02-19,740,Sable aide vers oeil selon peur.,16.0,
552,compte,2025-01-19,408,Posséder résistance départ.,16.0,
553,compte,2024-12-19,310,Fin passage précis taille politique mari demande.,16.0,
554,compte,2024-11-19,400,Fixer témoin fonction vin devant beau.,16.0,
555,compte,2024-10-19,564,Effet silencieux clair haut enlever.,16.0,
556,compte,2024-09-19,527,Résistance dont avis rendre là quand.,16.0,
557,compte,2024-08-19,822,Principe sortir ruine saison précéder lit.,16.0,
558,compte,2024-07-19,831,Glace protéger menacer envelopper pourtant reconnaître.,16.0,
559,compte,2024-06-19,526,Parler respect chair fou.,16.0,
560,compte,2024-05-19,756,Empêcher moyen ça désirer prévenir regard pencher certain.,16.0,
561,compte,2024-04-19,683,Pont respirer ensemble je puissant digne porter salut.,16.0,
562,compte,2024-03-19,700,Coucher garde confiance sortir trois.,16.0,
563,compte,2024-02-19,774,De troubler toit paysan parcourir tapis vieux.,16.0,
564,compte,2024-01-19,812,Dimanche seul armer ouvert obéir.,16.0,
565,compte,2023-12-19,454,Beau fait trop car.,16.0,
566,compte,2023-11-19,653,Habitude tirer ignorer plein caresser prévenir contenter.,16.0,
567,compte,2023-10-19,325,Durer le certain sien obéir.,16.0,
568,compte,2023-09-19,794,Prononcer contenir condition respirer amener.,16.0,
569,compte,2023-08-19,407,Demain humain désir nécessaire paysan.,16.0,
570,compte,2023-07-19,602,Acheter cesse entraîner pourquoi.,16.0,
571,compte,2023-06-19,725,Preuve présenter qualité devenir bientôt.,16.0,
572,compte,2023-05-19,387,Arrivée tout intérieur événement.,16.0,
573,compte,2023-04-19,418,Travailler verser nuage quitter après détruire ouvrir éloigner.,16.0,
574,compte,2023-03-19,445,Planche cerveau suite appel condamner commencement.,16.0,
575,compte,2023-02-19,656,Tout soudain certes enlever manger chanter capable.,16.0,
576,compte,2023-01-19,619,Vingt leur vieillard.,16.0,
577,compte,2025-12-19,651,Quitter tôt droit sou ordre.,17.0,
578,compte,2025-11-19,766,L'Un haine colline quand là.,17.0,
579,compte,2025-10-19,511,Milieu toit partout haute.,17.0,
580,compte,2025-09-19,833,Chemise défaut animer difficile présence.,17.0,
581,compte,2025-08-19,794,Campagne supérieur léger herbe voisin minute.,17.0,
582,compte,2025-07-19,656,Larme sentiment soit ce bête soldat conduire.,17.0,
583,compte,2025-06-19,787,Raconter saint moindre phrase.,17.0,
584,compte,2025-05-19,399,Nerveux vide mal morceau gauche.,17.0,
585,compte,2025-04-19,748,Descendre leur bien envoyer.,17.0,
586,compte,2025-03-19,763,Point point fonder nombreux type.,17.0,
587,compte,2025-02-19,626,Chiffre avoir sauvage petit ignorer user.,17.0,
588,compte,2025-01-19,368,Perte épais approcher palais idée trou yeux tapis.,17.0,
589,compte,2024-12-19,607,Certain société rêve droit retour quelque mémoire.,17.0,
590,compte,2024-11-19,345,Figure fort compter vérité soir beau seulement coeur.,17.0,
591,compte,2024-10-19,417,Droite rang perdu casser justice guerre.,17.0,
592,compte,2024-09-19,323,Taire occasion exister billet fait.,17.0,
593,compte,2024-08-19,651,Jusque sous jambe moindre goût.,17.0,
594,compte,2024-07-19,411,Roche oreille habitant grâce appartenir état.,17.0,
595,compte,2024-06-19,468,Plus paysan prévenir tout mal paysan bande.,17.0,
596,compte,2024-05-19,549,Hasard tard jaune chemise centre taille selon.,17.0,
597,compte,2024-04-19,828,Grand montagne mériter terreur loup long gagner.,17.0,
598,compte,2024-03-19,478,Peu montagne détruire devant avouer lieu calme.,17.0,
599,compte,2024-02-19,463,Condamner confier fonction banc sortir effort noir.,17.0,
600,compte,2024-01-19,638,Rassurer hôtel rire état terrible robe cri.,17.0,
601,compte,2023-12-19,736,Quinze occuper sommeil briller.,17.0,
602,compte,2023-11-19,773,Agent force admettre permettre importer françois personne.,17.0,
603,compte,2023-10-19,537,Promettre éloigner rôle oublier posséder ventre plonger revoir.,17.0,
604,compte,2023-09-19,714,Céder adresser cabinet afin de.,17.0,
605,compte,2023-08-19,488,Silence crainte peine pencher haine.,17.0,
606,compte,2023-07-19,490,Signifier masse bas regretter chemin glisser capable tache.,17.0,
607,compte,2023-06-19,742,Véritable intérieur simple neuf couper monter.,17.0,
608,compte,2023-05-19,705,Arrêter accord parler preuve violent sérieux.,17.0,
609,compte,2023-04-19,329,Nouveau mien échapper journée jour nommer or poésie.,17.0,
610,compte,2023-03-19,502,Dehors atteindre agir muet mettre distance peau.,17.0,
611,compte,2023-02-19,760,Capable papa pays horizon haine claire promettre.,17.0,
612,compte,2023-01-19,739,Éteindre dehors dangereux tellement et observer semaine.,17.0,
613,compte,2025-12-19,698,Certainement éclater prétendre veille savoir plein puissance.,18.0,
614,compte,2025-11-19,304,Réunir sens palais dresser race placer cercle.,18.0,
